分詞,詞性,句法,變調
"這｜tsit4 對｜tui3 雙-生-仔｜siang1-senn1-a2 到-底｜tau3-te2 啥-人｜siann2-lang5 是｜si7 啥-人｜siann2-lang5 ，｜, 我｜gua2 實-在｜sit8-tsai7 無-法-度｜bo5-huat4-too7 分-別｜hun1-piat8 。｜.
","['Nep', 'P', 'Na', 'D', 'Nh', 'SHI', 'Nh', 'PUNC', 'Nh', 'D', 'VI', 'VC', 'PUNC']","(ROOT
  (IP
    (NP (PN 這｜tsit4))
    (NP
      (PN 對｜tui3)
      (PN 雙-生-仔｜siang1-senn1-a2)
      (PN 到-底｜tau3-te2)
      (PN 啥-人｜siann2-lang5)
      (PN 是｜si7)
      (PN 啥-人｜siann2-lang5))
    (PU ，｜,)
    (VP
      (VV 我｜gua2)
      (IP
        (VP
          (VV 實-在｜sit8-tsai7)
          (IP
            (VP (VCD (VV 無-法-度｜bo5-huat4-too7) (VV 分-別｜hun1-piat8)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 真｜tsin1 不-孝｜put4-hau3 。｜.
","['Nh', 'Dfa', 'VH', 'PUNC']",(ROOT (IP (VP (VA 伊｜i1) (VA 真｜tsin1) (VA 不-孝｜put4-hau3)) (PU 。｜.))),"['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 實-在｜sit8-tsai7 無-法-度｜bo5-huat4-too7 分-身｜hun1-sin1 來｜lai5 處-理｜tshu2-li2 別-人｜pat8-lang5 的｜e5 代-誌｜tai7-tsi3 。｜.
","['Nh', 'D', 'VI', 'Na', 'D', 'VC', 'Nh', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (DEG 我｜gua2)
    (VP
      (ADVP (AD 實-在｜sit8-tsai7))
      (VP
        (VV 無-法-度｜bo5-huat4-too7)
        (VP
          (VV 分-身｜hun1-sin1)
          (VP
            (MSP 來｜lai5)
            (VP
              (VV 處-理｜tshu2-li2)
              (NP (NN 別-人｜pat8-lang5) (NN 的｜e5) (NN 代-誌｜tai7-tsi3)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 是｜si7 本-尊｜pun2-tsun1 ，｜, 毋｜m7 是｜si7 分-身｜hun1-sin1 。｜.
","['Nh', 'SHI', 'Nes', 'PUNC', 'D', 'SHI', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 伊｜i1) (NN 是｜si7) (NN 本-尊｜pun2-tsun1))
        (PU ，｜,)
        (NP (NP (NN 毋｜m7) (NN 是｜si7)) (NP (NN 分-身｜hun1-sin1)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"公-事｜kong1-su7 著｜tioh8 愛｜ai3 照-起-工｜tsiau3-khi2-kang1 做｜tso3 。｜.
","['Na', 'D', 'D', 'VA', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 公-事｜kong1-su7)
      (DFL (VV 著｜tioh8))
      (IP
        (VP
          (VV 愛｜ai3)
          (IP (VP (VCD (VV 照-起-工｜tsiau3-khi2-kang1) (VV 做｜tso3)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 跤｜kha1 皮-箱｜phue5-siunn1 內-底｜lai7-te2 貯｜te2 啥-物｜siann2-mih4 ？｜?
","['Nep', 'Na', 'Na', 'Ncd', 'VC', 'Nep', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 這｜tsit4)
        (NN 跤｜kha1)
        (NN 皮-箱｜phue5-siunn1)
        (NN 內-底｜lai7-te2)
        (NN 貯｜te2)
        (NN 啥-物｜siann2-mih4)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 佇｜ti7 公-所｜kong1-soo2 食-頭-路｜tsiah8-thau5-loo7 。｜.
","['Nh', 'P', 'Na', 'VA', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 伊｜i1) (NN 佇｜ti7) (NN 公-所｜kong1-soo2))
        (NP (NN 食-頭-路｜tsiah8-thau5-loo7))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 做｜tso3 𤆬-頭-的｜tshua7-thau5-e5 ，｜, 有｜u7 誠｜tsiann5 濟｜tse7 人｜lang5 不-服｜put4-hok8 。｜.
","['Nh', 'VC', 'Na', 'PUNC', 'V_2', 'Dfa', 'VH', 'Na', 'VK', 'PUNC']","(ROOT
  (IP
    (DFL (DEC 伊｜i1) (DFL (DEC 做｜tso3) (DEC 𤆬-頭-的｜tshua7-thau5-e5)))
    (PU ，｜,)
    (VP
      (VV 有｜u7)
      (IP
        (VP
          (VV 誠｜tsiann5)
          (IP
            (VP
              (VV 濟｜tse7)
              (IP (VP (VCD (VV 人｜lang5) (VV 不-服｜put4-hok8)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 分-明｜hun1-bing5 是｜si7 咧｜teh4 騙-我｜phian3-gua2 ，｜, 著-無｜tioh8-bo5 ？｜?
","['Nh', 'Dfa', 'SHI', 'P', 'Na', 'PUNC', 'Na', 'PUNC']","(ROOT
  (INC
    (DFL (PN 你｜li2) (PN 分-明｜hun1-bing5))
    (NP
      (PN 是｜si7)
      (PN 咧｜teh4)
      (PN 騙-我｜phian3-gua2)
      (PU ，｜,)
      (NN 著-無｜tioh8-bo5))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '毋是台語', '規則變調', '本調#', '毋是台語']"
"伊｜i1 是｜si7 分-的｜pun1-e5 。｜.
","['Nh', 'SHI', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (NP (DNP (DFL (DEC 伊｜i1) (DEC 是｜si7)) (SP 分-的｜pun1-e5))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"這｜tse1 蔥-仔｜tshang1-a2 是｜si7 我｜gua2 共｜ka7 人｜lang5 分-的｜pun1-e5 。｜.
","['Nep', 'Na', 'SHI', 'Nh', 'P', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (DEC 這｜tse1)
      (DEC 蔥-仔｜tshang1-a2)
      (DEC 是｜si7)
      (DEC 我｜gua2)
      (DFL (DEC 共｜ka7) (DEC 人｜lang5)))
    (SP 分-的｜pun1-e5)
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"遮-的｜tsia1-e5 工-課｜khang1-khue3 攏｜long2 交｜kau1 予｜hoo7 你｜li2 來｜lai5 分-派｜hun1-phai3 。｜.
","['Neqa', 'Na', 'D', 'VD', 'P', 'Nh', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 遮-的｜tsia1-e5) (NN 工-課｜khang1-khue3))
      (VP
        (VV 攏｜long2)
        (IP
          (VP
            (VV 交｜kau1)
            (IP
              (VP
                (PP (P 予｜hoo7) (VV 你｜li2))
                (VP (MSP 來｜lai5) (VP (VV 分-派｜hun1-phai3)))))))))
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 咧｜teh4 騙-你｜phian3-li2 ，｜, 你｜li2 毋-通｜m7-thang1 中-計｜tiong3-ke3 。｜.
","['Nh', 'P', 'Na', 'PUNC', 'Nh', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (DFL (PN 伊｜i1)) (NP (PN 咧｜teh4)) (VP (VV 騙-你｜phian3-li2)))
    (PU ，｜,)
    (IP (VP (NP (NN 你｜li2) (NN 毋-通｜m7-thang1) (NN 中-計｜tiong3-ke3))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有｜u7 穿｜tshing7 內-衫｜lai7-sann1 加｜ke1 較｜khah4 衛-生｜ue7-sing1 。｜.
","['V_2', 'VC', 'Na', 'D', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 有｜u7)
        (NN 穿｜tshing7)
        (NN 內-衫｜lai7-sann1)
        (NN 加｜ke1)
        (NN 較｜khah4)
        (NN 衛-生｜ue7-sing1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"裘-仔｜hiu5-a2 內-面｜lai7-bin7 愛｜ai3 閣｜koh4 加｜ke1 穿｜tshing7 一｜tsit8 領｜nia2 膨-紗-衫｜phong3-se1-sann1 才｜tsiah4 袂｜be7 寒｜kuann5 。｜.
","['Na', 'Ncd', 'D', 'D', 'D', 'VC', 'Neu', 'Nf', 'Na', 'Da', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 裘-仔｜hiu5-a2)) (NP (NN 內-面｜lai7-bin7)))
    (VP
      (VP
        (VP (VV 愛｜ai3) (NP (NN 閣｜koh4)))
        (CC 加｜ke1)
        (VP
          (VP (VV 穿｜tshing7) (NP (NN 一｜tsit8)))
          (VP (VV 領｜nia2) (NP (NN 膨-紗-衫｜phong3-se1-sann1)))))
      (VP (ADVP (AD 才｜tsiah4)) (VP (VV 袂｜be7) (NP (NN 寒｜kuann5)))))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"無｜bo5 我｜gua2 的｜e5 允-准｜in2-tsun2 ，｜, 你｜li2 袂-使｜be7-sai2 來｜lai5 阮｜guan2 兜｜tau1 。｜.
","['D', 'Nh', 'DE', 'VE', 'PUNC', 'Nh', 'D', 'D', 'Nh', 'Nc', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP (DVP (ADVP (AD 無｜bo5)) (DEV 我｜gua2)) (DEC 的｜e5))
        (NP (NN 允-准｜in2-tsun2)))
      (PU ，｜,)
      (NP (PN 你｜li2))
      (VP
        (VP (VV 袂-使｜be7-sai2))
        (VP (VV 來｜lai5) (NP (NN 阮｜guan2) (NN 兜｜tau1)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 有｜u7 誠｜tsiann5 濟｜tse7 內-孫｜lai7-sun1 。｜.
","['Nh', 'V_2', 'Dfa', 'VH', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 有｜u7)
        (NN 誠｜tsiann5)
        (NN 濟｜tse7)
        (NN 內-孫｜lai7-sun1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 本｜pun2 冊｜tsheh4 的｜e5 內-容｜lue7-iong5 真｜tsin1 淺｜tshian2 ，｜, 囡-仔-人｜gin2-a2-lang5 嘛｜ma7 看-有｜khuann3-u7 。｜.
","['Nep', 'Nf', 'Na', 'DE', 'Na', 'Dfa', 'VH', 'PUNC', 'Na', 'D', 'VJ', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 這｜tsit4)
      (VA 本｜pun2)
      (VP
        (VA 冊｜tsheh4)
        (VCD (VA 的｜e5) (VA 內-容｜lue7-iong5))
        (VP (VSB (VV 真｜tsin1) (VV 淺｜tshian2))))
      (PU ，｜,)
      (VP
        (VV 囡-仔-人｜gin2-a2-lang5)
        (IP (VP (VSB (VV 嘛｜ma7) (VV 看-有｜khuann3-u7))))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 條｜tiau5 錢｜tsinn5 是｜si7 逐-家｜tak8-ke1 公-家｜kong1-ke1 出-的｜tshut4-e5 。｜.
","['Nep', 'Nf', 'Na', 'SHI', 'Nh', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (DEC 這｜tsit4)
      (DEC 條｜tiau5)
      (DEC 錢｜tsinn5)
      (DEC 是｜si7)
      (DFL (DEC 逐-家｜tak8-ke1) (DEC 公-家｜kong1-ke1)))
    (SP 出-的｜tshut4-e5)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"伊｜i1 不-時｜put4-si5 嘛｜ma7 咧｜teh4 讀｜thak8 冊｜tsheh4 。｜.
","['Nh', 'D', 'D', 'P', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 伊｜i1)
      (VP
        (VV 不-時｜put4-si5)
        (IP
          (VP
            (VV 嘛｜ma7)
            (IP
              (VP
                (VV 咧｜teh4)
                (VP (VV 讀｜thak8) (IP (VP (VV 冊｜tsheh4))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"你｜li2 看-起-來｜khuann3-khi2-lai5 哪｜na2 會｜e7 遐-爾-仔｜hiah4-ni7-a2 無｜bo5 元-氣｜guan5-khi3 ？｜?
","['Nh', 'Na', 'D', 'D', 'D', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (SP 你｜li2)
      (SP 看-起-來｜khuann3-khi2-lai5)
      (CP
        (FLR (SP 哪｜na2) (SP 會｜e7))
        (FLR (SP 遐-爾-仔｜hiah4-ni7-a2) (SP 無｜bo5))))
    (SP 元-氣｜guan5-khi3)
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 來｜lai5 分-配｜hun1-phue3 恁｜lin2 逐-家｜tak8-ke1 的｜e5 工-課｜khang1-khue3 。｜.
","['Nh', 'D', 'VD', 'Nh', 'Nh', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP
          (NP (NN 我｜gua2) (NN 來｜lai5) (NN 分-配｜hun1-phue3))
          (NP (NN 恁｜lin2) (NN 逐-家｜tak8-ke1) (NN 的｜e5)))
        (NP (NN 工-課｜khang1-khue3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"暗-時｜am3-si5 坐｜tse7 佇｜ti7 窗-仔-門｜thang1-a2-mng5 邊｜pinn1 ，｜, 我｜gua2 攏｜long2 有｜u7 看-著｜khuann3-tioh8 五-彩｜ngoo2-tshai2 的｜e5 燈-火｜ting1-hue2 閃-閃-爍-爍｜siam2-siam2-sih4-sih4 。｜.
","['Nd', 'VA', 'P', 'Na', 'Na', 'PUNC', 'Nh', 'D', 'V_2', 'VE', 'VH', 'DE', 'Na', 'VA', 'PUNC']","(ROOT
  (IP
    (VP
      (LCP
        (IP
          (ADVP (AD 暗-時｜am3-si5))
          (ADVP (AD 坐｜tse7))
          (ADVP (AD 佇｜ti7))
          (ADVP (AD 窗-仔-門｜thang1-a2-mng5))
          (ADVP (AD 邊｜pinn1))
          (PU ，｜,)
          (NP (PN 我｜gua2))
          (VP (VV 攏｜long2)))
        (LC 有｜u7))
      (VP
        (VV 看-著｜khuann3-tioh8)
        (IP
          (NP (NN 五-彩｜ngoo2-tshai2))
          (VP
            (ADVP (AD 的｜e5))
            (VP
              (VA 燈-火｜ting1-hue2)
              (IP (VP (VV 閃-閃-爍-爍｜siam2-siam2-sih4-sih4))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 个｜e5 囡-仔｜gin2-a2 誠｜tsiann5 分-張｜pun1-tiunn1 。｜.
","['Nep', 'Nf', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 這｜tsit4)
      (VA 个｜e5)
      (VP
        (VA 囡-仔｜gin2-a2)
        (IP (VP (VCD (VA 誠｜tsiann5) (VA 分-張｜pun1-tiunn1))))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"少-年-人｜siau3-lian5-lang5 毋-通｜m7-thang1 食｜tsiah8 「｜"" 安｜an1 」｜"" ，｜, 若-無｜na7-bo5 ，｜, 代-誌｜tai7-tsi3 會｜e7 不-得-了｜put4-tik4-liau2 。｜.
","['Na', 'D', 'VC', 'PUNC', 'Nb', 'PUNC', 'PUNC', 'Cbb', 'PUNC', 'Na', 'D', 'SHI', 'PUNC']","(ROOT
  (IP
    (NP
      (NR 少-年-人｜siau3-lian5-lang5)
      (NR 毋-通｜m7-thang1)
      (NR 食｜tsiah8)
      (NR 「｜"")
      (NR 安｜an1))
    (VP
      (VP (VV 」｜""))
      (PU ，｜,)
      (VP
        (ADVP (AD 若-無｜na7-bo5))
        (ADVP (AD ，｜,))
        (ADVP (AD 代-誌｜tai7-tsi3))
        (ADVP (AD 會｜e7))
        (VP (VA 不-得-了｜put4-tik4-liau2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '毋是台語', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 英-語｜ing1-gi2 講｜kong2 甲｜kah4 削-削-叫｜siah4-siah4-kio3 ，｜, 真-正｜tsin1-tsiann3 不-得-了｜put4-tik4-liau2 。｜.
","['Nh', 'Na', 'VE', 'DE', 'Dfa', 'PUNC', 'D', 'SHI', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VA 伊｜i1)
        (VA 英-語｜ing1-gi2)
        (VP
          (VA 講｜kong2)
          (VP (VCD (VA 甲｜kah4) (VA 削-削-叫｜siah4-siah4-kio3)))))
      (PU ，｜,)
      (VP (VRD (VV 真-正｜tsin1-tsiann3) (VV 不-得-了｜put4-tik4-liau2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"代-誌｜tai7-tsi3 都｜to1 已-經｜i2-king1 做-矣｜tso3-ah4 ，｜, 莫｜mai3 閣｜koh4 講｜kong2 你｜li2 是｜si7 不-得-已-的｜put4-tik4-i2-e5 。｜.
","['Na', 'D', 'D', 'Na', 'PUNC', 'D', 'D', 'VE', 'Nh', 'SHI', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (IP (VP (VV 代-誌｜tai7-tsi3) (AS 都｜to1)) (SP 已-經｜i2-king1))
      (VP
        (VP (VV 做-矣｜tso3-ah4))
        (PU ，｜,)
        (NP
          (CP
            (DEC 莫｜mai3)
            (DEC 閣｜koh4)
            (DEC 講｜kong2)
            (DFL (DEC 你｜li2) (DEC 是｜si7))))))
    (SP 不-得-已-的｜put4-tik4-i2-e5)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"十｜tsap8 二｜ji7 點｜tiam2 欲｜beh4 食｜tsiah8 中-晝-矣｜tiong1-tau3-ah4 ！｜!
","['Neu', 'Neu', 'Nf', 'D', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (CP
      (IP (VP (VV 十｜tsap8) (AS 二｜ji7)) (SP 點｜tiam2))
      (SP 欲｜beh4)
      (SP 食｜tsiah8)
      (SP 中-晝-矣｜tiong1-tau3-ah4))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"中-晝-飯｜tiong1-tau3-png7 食-飽｜tsiah8-pa2 就｜to7 好｜ho2 歇-睏｜hioh4-khun3 ，｜, 毋-通｜m7-thang1 閣｜koh4 咧｜teh4 外-口｜gua7-khau2 四-界-趖｜si3-ke3-so5 。｜.
","['Na', 'VH', 'D', 'VH', 'VA', 'PUNC', 'D', 'D', 'P', 'Ncd', 'D', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 中-晝-飯｜tiong1-tau3-png7)
        (IP
          (VP
            (VV 食-飽｜tsiah8-pa2)
            (IP
              (VP
                (ADVP (VV 就｜to7))
                (VP (VSB (VV 好｜ho2) (VV 歇-睏｜hioh4-khun3))))))))
      (PU ，｜,)
      (VP
        (VV 毋-通｜m7-thang1)
        (IP
          (VP
            (VV 閣｜koh4)
            (IP
              (VP
                (VV 咧｜teh4)
                (IP (VP (VV 外-口｜gua7-khau2) (VV 四-界-趖｜si3-ke3-so5)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 敢｜kam2 有｜u7 食｜tsiah8 中-晝-頓｜tiong1-tau3-tng3 ？｜?
","['Nh', 'D', 'V_2', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 你｜li2)
        (NN 敢｜kam2)
        (NN 有｜u7)
        (NN 食｜tsiah8)
        (NN 中-晝-頓｜tiong1-tau3-tng3)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"警-察｜king2-tshat4 愛｜ai3 保-護｜po2-hoo7 公-眾｜kong1-tsiong3 的｜e5 安-全｜an1-tsuan5 。｜.
","['Na', 'D', 'VC', 'Nh', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (IP
          (NP (NN 警-察｜king2-tshat4) (NN 愛｜ai3))
          (VP (ADVP (NN 保-護｜po2-hoo7)) (VP (NN 公-眾｜kong1-tsiong3))))
        (NP (NN 的｜e5) (NN 安-全｜an1-tsuan5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 來｜lai5 介-紹｜kai3-siau7 恁｜lin2 兩｜nng7 个｜e5 熟-似｜sik8-sai7 。｜.
","['Nh', 'D', 'VE', 'Nh', 'Neu', 'Nf', 'VJ', 'PUNC']","(ROOT
  (IP
    (IP
      (IP
        (VP
          (VP (VV 我｜gua2))
          (VP (VSB (VV 來｜lai5) (VV 介-紹｜kai3-siau7)))))
      (VP
        (VV 恁｜lin2)
        (IP
          (VP
            (VV 兩｜nng7)
            (IP (VP (VSB (VV 个｜e5) (VV 熟-似｜sik8-sai7))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 行｜kiann5 到｜kau3 中-途｜tiong1-too5 就｜to7 拄-著｜tu2-tioh8 伊-矣｜i1-ah4 。｜.
","['Nh', 'VA', 'P', 'Nc', 'D', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (INC
      (CP
        (CP
          (IP (VP (VV 我｜gua2) (AS 行｜kiann5)) (SP 到｜kau3))
          (SP 中-途｜tiong1-too5))
        (SP 就｜to7)
        (SP 拄-著｜tu2-tioh8)
        (SP 伊-矣｜i1-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"代-誌｜tai7-tsi3 已-經｜i2-king1 做｜tso3 一-半-矣｜tsit8-puann3-ah4 ，｜, 你｜li2 袂-當｜be7-tang3 佇｜ti7 中-途｜tiong1-too5 反-悔｜huan2-hue2 毋｜m7 做｜tso3 。｜.
","['Na', 'D', 'VC', 'Na', 'PUNC', 'Nh', 'D', 'P', 'Nc', 'VH', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (CP
      (IP (VP (VV 代-誌｜tai7-tsi3) (AS 已-經｜i2-king1)) (SP 做｜tso3))
      (SP 一-半-矣｜tsit8-puann3-ah4))
    (PU ，｜,)
    (IP
      (VP
        (VV 你｜li2)
        (DFL (VV 袂-當｜be7-tang3))
        (IP
          (VP
            (VV 佇｜ti7)
            (DFL (VV 中-途｜tiong1-too5))
            (IP
              (VP
                (VV 反-悔｜huan2-hue2)
                (DFL (VV 毋｜m7))
                (IP (VP (VV 做｜tso3)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 間｜king1 厝｜tshu3 的｜e5 內-部｜lue7-poo7 是｜si7 用｜ing7 木-材｜bok8-tsai5 裝-潢-的｜tsong1-hong5-e5 。｜.
","['Nep', 'Nf', 'Na', 'DE', 'Ncd', 'SHI', 'P', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (LCP (DEG 這｜tsit4) (LC 間｜king1))
      (NP (NN 厝｜tshu3))
      (ADVP (AD 的｜e5))
      (NP (NN 內-部｜lue7-poo7))
      (VP (ADVP (AD 是｜si7)) (VP (P 用｜ing7) (NP (NN 木-材｜bok8-tsai5)))))
    (SP 裝-潢-的｜tsong1-hong5-e5)
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"你｜li2 按-呢｜an2-ne1 過-日｜kue3-jit8 傷｜siunn1 冗-剩-矣｜liong7-siong7-ah4 。｜.
","['Nh', 'VH', 'VA', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP (VP (VV 你｜li2) (AS 按-呢｜an2-ne1)) (SP 過-日｜kue3-jit8))
        (SP 傷｜siunn1)
        (SP 冗-剩-矣｜liong7-siong7-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
