分詞,詞性,句法,變調
"這｜Tsit 馬｜ma 已-經｜í-king 接｜tsia̍h 手｜tshiú 予-𪜶｜hōo-in 囝｜kiánn 咧｜leh 扞｜huánn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (NP (PN 這｜Tsit)) (NP (NN 馬｜ma)))
      (VP
        (ADVP (AD 已-經｜í-king))
        (VP (VV 接｜tsia̍h) (NP (NN 手｜tshiú)))))
    (NP (PN 予-𪜶｜hōo-in))
    (VP (VV 囝｜kiánn) (NP (NN 咧｜leh) (NN 扞｜huánn)))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#']"
"少-年｜Siàu-liân 的｜ē 用｜iōng 設-計｜siat-kè 的｜ê 專｜tsuan 長｜tióng
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (DNP (NP (NN 少-年｜Siàu-liân)) (DEG 的｜ē))
    (IP
      (VP
        (P 用｜iōng)
        (IP
          (DNP (NP (VV 設-計｜siat-kè)) (DEC 的｜ê))
          (VP (ADVP (AD 專｜tsuan)) (VP (VA 長｜tióng))))))))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"安-排｜An-pâi 空-間｜khong-kan 重｜tîng 畫｜uē 菜｜tshài 單｜tuann 欲｜Beh 予｜hōo 阿-爸｜a-pa 的｜ê 餐-廳｜tshan-thiann 變-做｜Piàn-tsò 是｜sī 塗｜thôo 城-人｜siânn-lâng 的｜ê 家-庭｜ka-tîng 餐-廳｜tshan-thiann ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VP (VV 安-排｜An-pâi) (NP (NN 空-間｜khong-kan)))
          (VP (VV 重｜tîng) (NP (NN 畫｜uē) (NN 菜｜tshài))))
        (VP
          (ADVP (AD 單｜tuann))
          (VP
            (VV 欲｜Beh)
            (NP
              (CP (IP (VP (VV 予｜hōo) (NP (NN 阿-爸｜a-pa)))) (DEC 的｜ê))
              (NP (NN 餐-廳｜tshan-thiann)))))
        (VP
          (VP (VV 變-做｜Piàn-tsò))
          (VP
            (VC 是｜sī)
            (NP
              (CP
                (IP (VP (VV 塗｜thôo) (NP (NN 城-人｜siânn-lâng))))
                (DEC 的｜ê))
              (NP (NN 家-庭｜ka-tîng) (NN 餐-廳｜tshan-thiann)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人-客｜Lâng-kheh 來｜lâi 厝-裡｜tshù-lí 𨑨｜tshit 迌｜thó
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 人-客｜Lâng-kheh))
    (VP
      (VV 來｜lâi)
      (VP (VV 厝-裡｜tshù-lí) (VP (VRD (VV 𨑨｜tshit) (VV 迌｜thó)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"第-三｜Tē-sann 拍-拚｜phah-piànn ，｜, 是｜Sī 臺-北｜tâi-pak 縣｜kuān 餅｜piánn ，｜,
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (QP (OD 第-三｜Tē-sann))
    (VP
      (VP (VV 拍-拚｜phah-piànn))
      (PU ，｜,)
      (VP
        (VC 是｜Sī)
        (NP (NP (NR 臺-北｜tâi-pak)) (NP (NN 縣｜kuān) (NN 餅｜piánn)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"中｜Tiong 央｜iong 路｜lōo 的｜ê 黃｜n̂g 源｜guân 興｜hing 餅｜piánn 店｜tiàm
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (DNP
        (NP (NP (NR 中｜Tiong) (NR 央｜iong)) (NP (NN 路｜lōo)))
        (DEG 的｜ê))
      (ADJP (JJ 黃｜n̂g))
      (NP (NN 源｜guân)))
    (VP (VV 興｜hing) (NP (NN 餅｜piánn) (NN 店｜tiàm)))))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"佇｜Tī 九｜káu 十-五｜tsa̍p-gōo 年｜nî 臺-北｜tâi-pak 縣｜kuān 餅｜piánn 比-賽｜pí-sài 著｜tiō 頭-名｜thâu-miâ 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 佇｜Tī))
    (QP (CD 九｜káu) (QP (CD 十-五｜tsa̍p-gōo) (CLP (M 年｜nî))))
    (NP (NP (NR 臺-北｜tâi-pak)) (NP (NN 縣｜kuān) (NN 餅｜piánn)))
    (VP (VV 比-賽｜pí-sài) (AS 著｜tiō) (NP (NN 頭-名｜thâu-miâ)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"上｜Sióng 厲-害｜lī-hāi 阿｜a 傳｜thuân 師｜sái 認｜līn 為｜uî ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (DP (DT 上｜Sióng)) (ADJP (JJ 厲-害｜lī-hāi)) (NP (NR 阿｜a)))
    (VP
      (VP (VV 傳｜thuân) (NP (NN 師｜sái)))
      (VP (VRD (VV 認｜līn) (VV 為｜uî))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"餅｜Piànn 毋-是｜m̄-sī 干｜kan 焦｜ta 好-食｜hó-tsia̍h ，｜, 是｜Sī 傳｜thuân 承｜sîng 文-化｜bûn-huà ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 餅｜Piànn))
    (VP
      (VP
        (VC 毋-是｜m̄-sī)
        (VP
          (VV 干｜kan)
          (IP (VP (ADVP (AD 焦｜ta)) (VP (VV 好-食｜hó-tsia̍h))))))
      (PU ，｜,)
      (VP
        (VC 是｜Sī)
        (VP (VV 傳｜thuân) (VP (VV 承｜sîng) (NP (NN 文-化｜bûn-huà))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜In 上｜sióng 出-名｜tshut-miâ 是｜sī 伍-仁｜ngóo-jîn 酥｜soo 餅｜piánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 𪜶｜In))
    (VP
      (VP (VV 上｜sióng) (NP (VV 出-名｜tshut-miâ)))
      (VP
        (VC 是｜sī)
        (NP (NP (NR 伍-仁｜ngóo-jîn)) (NP (NN 酥｜soo) (NN 餅｜piánn)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"內｜Lâi 餡｜ānn 包｜pau 核｜siat 桃｜thó
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 內｜Lâi) (NN 餡｜ānn))
    (VP (VV 包｜pau) (NP (NP (NN 核｜siat)) (NP (NR 桃｜thó))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"冬-瓜-糖｜Tang-kue-thn̂g
",['Na'],(ROOT (NP (NN 冬-瓜-糖｜Tang-kue-thn̂g))),"['規則變調', '規則變調', '本調#']"
"鹹｜Kiâm 鴨｜ah 卵-仁｜nn̄g-jîn 、｜, 桔｜Kiat 仔｜á
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na']","(ROOT
  (IP
    (IP (NP (NN 鹹｜Kiâm) (NN 鴨｜ah)) (VP (VA 卵-仁｜nn̄g-jîn)))
    (PU 、｜,)
    (NP (NN 桔｜Kiat) (NN 仔｜á))))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '仔前變調&', '本調#']"
"號-做｜Hō-tsò 伍-仁｜ngóo-jîn 酥｜soo 是｜sī 欲｜beh 表｜piáu 現-出｜hiàn-tshut 毋｜m̄ 認-輸｜jīn-su 的｜ê 精-神｜tsing-sîn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 號-做｜Hō-tsò)
        (NP (NP (NR 伍-仁｜ngóo-jîn)) (NP (NN 酥｜soo))))
      (VP
        (VC 是｜sī)
        (VP
          (VV 欲｜beh)
          (VP
            (VRD (VV 表｜piáu) (VV 現-出｜hiàn-tshut))
            (NP
              (CP
                (IP (VP (ADVP (AD 毋｜m̄)) (VP (VV 認-輸｜jīn-su))))
                (DEC 的｜ê))
              (NP (NN 精-神｜tsing-sîn)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"因｜In 為｜uî 做｜tsò 餅｜piànn 艱-苦｜kan-khóo ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (PP
      (P 因｜In)
      (IP
        (VP
          (PP (P 為｜uî) (IP (VP (VV 做｜tsò) (NP (NN 餅｜piànn)))))
          (VP (VA 艱-苦｜kan-khóo)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"物｜Bu̍t 料｜liāu 貴｜kuì ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT (IP (NP (NN 物｜Bu̍t) (NN 料｜liāu)) (VP (VV 貴｜kuì)) (PU ，｜,)))","['規則變調', '規則變調', '本調#', '毋是台語']"
"定｜Tiânn 有｜ū 同｜tông 業｜gia̍p 趁｜thàn 無-錢｜bô-tsînn 關｜kuainn 店｜tiám ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 定｜Tiânn)
      (IP
        (VP
          (VE 有｜ū)
          (NP (DP (DT 同｜tông)) (NP (NN 業｜gia̍p)))
          (VP
            (P 趁｜thàn)
            (NP
              (ADJP (JJ 無-錢｜bô-tsînn))
              (NP (NN 關｜kuainn) (NN 店｜tiám)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 堅-持｜kian-tshî 傳-統｜thuân-thóng 的｜i 好｜hó 滋-味｜tsu-bī ，｜, 就｜Tiō 是｜sī 欲｜beh 叫｜Kiò 逐-家｜ta̍k-ke 毋｜m̄ 認-輸｜jīn-su ，｜, 才-會｜Tsiah-ē 富｜pù
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (NP (NR 伊｜I))
      (CP
        (IP (VP (VV 堅-持｜kian-tshî) (NP (NN 傳-統｜thuân-thóng))))
        (DEC 的｜i))
      (ADJP (JJ 好｜hó))
      (NP (NN 滋-味｜tsu-bī)))
    (PU ，｜,)
    (VP
      (VP
        (ADVP (AD 就｜Tiō))
        (VP
          (VC 是｜sī)
          (VP
            (VV 欲｜beh)
            (IP
              (VP
                (VV 叫｜Kiò)
                (NP (NN 逐-家｜ta̍k-ke))
                (IP (VP (ADVP (AD 毋｜m̄)) (VP (VV 認-輸｜jīn-su)))))))))
      (PU ，｜,)
      (VP (VV 才-會｜Tsiah-ē) (VP (VV 富｜pù))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#']"
"上｜Sióng 尾｜bué 一｜tsi̍t 項｜hāng 的｜ê 拍｜pha 拚｜piánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (NP (DP (DT 上｜Sióng)) (NP (NN 尾｜bué)))
      (DNP (QP (CD 一｜tsi̍t) (CLP (M 項｜hāng))) (DEG 的｜ê))
      (NP (NN 拍｜pha)))
    (VP (VV 拚｜piánn))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"是｜Sī 看-守｜khàn-siú 所｜sóo 的｜ê 律｜lu̍t 師｜su 佮｜kah 歹-囝｜pháinn-kiánn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VC 是｜Sī)
      (VP
        (VP
          (VV 看-守｜khàn-siú)
          (NP (DNP (MSP 所｜sóo) (DEG 的｜ê)) (NP (NN 律｜lu̍t) (NN 師｜su))))
        (VP (VV 佮｜kah) (NP (NN 歹-囝｜pháinn-kiánn)))))))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"律｜Lu̍t 師｜su 毋｜m̄ 認-輸｜jīn-su ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 律｜Lu̍t) (NN 師｜su))
    (VP (ADVP (AD 毋｜m̄)) (VP (VV 認-輸｜jīn-su)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有-人｜Ū-lâng 為｜uî 錢｜tsînn 拚｜piánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP (VP (VV 為｜uî) (NP (NN 錢｜tsînn))) (VP (VV 拚｜piánn)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有-人｜Ū-lâng 為｜uì 正-義｜tsìng-gī 出-聲｜tshut-siann ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP
      (PP (VC 為｜uì) (NP (NN 正-義｜tsìng-gī)))
      (VP (VV 出-聲｜tshut-siann)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"若｜Ná 無｜bô
","['Na', 'Na']",(ROOT (IP (VP (ADVP (CS 若｜Ná)) (VP (VE 無｜bô))))),"['規則變調', '本調#']"
"就｜Tiō 是-無｜sī-bô 欲｜beh 拍-拚｜phah-piànn 先｜sing 認-輸｜jīn-su
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 就｜Tiō))
      (VP
        (VE 是-無｜sī-bô)
        (VP
          (VP (VV 欲｜beh) (VP (VV 拍-拚｜phah-piànn)))
          (VP (ADVP (AD 先｜sing)) (VP (VV 認-輸｜jīn-su))))))))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"失-志｜Sit-tsì 食｜tsiā 毒｜too 做-歹｜tsò-pháinn 代｜tài 啦｜lah ！｜!
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (VP
        (VV 失-志｜Sit-tsì)
        (IP
          (VP
            (VP (VV 食｜tsiā) (NP (NN 毒｜too) (NN 做-歹｜tsò-pháinn)))
            (VP (VV 代｜tài))))))
    (SP 啦｜lah)
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜Tsia-ê 人｜lâng 。｜.
","['Na', 'Na', 'PUNC']",(ROOT (IP (VP (DEC 遮-的｜Tsia-ê) (NP (NN 人｜lâng))) (PU 。｜.))),"['本調#', '規則變調', '本調#', '毋是台語']"
"拚｜Piànn 輸｜su 拚｜piànn 贏｜iânn 咱｜lán 嘛｜mah 毋-知-影｜m̄-tsai-iánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 拚｜Piànn)
      (IP
        (VP
          (VV 輸｜su)
          (IP
            (VP
              (CP
                (IP
                  (VP
                    (VV 拚｜piànn)
                    (IP (VP (VV 贏｜iânn) (NP (PN 咱｜lán))))))
                (SP 嘛｜mah))
              (VP (VA 毋-知-影｜m̄-tsai-iánn)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"SIL｜SIL
",['Na'],(ROOT (FRAG (NR SIL｜SIL))),['毋是台語']
"到｜Tôo 底｜tē 咱-人｜lán-lâng 是｜sī 欲｜bē 拚｜piánn 啥｜siannh ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (VP (P 到｜Tôo) (NP (NN 底｜tē) (NN 咱-人｜lán-lâng))))
    (VP
      (VC 是｜sī)
      (VP (VV 欲｜bē) (VP (VV 拚｜piánn) (NP (PN 啥｜siannh)))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"為｜Uî 國-家｜kok-ka 、｜, 為｜Uî 弟-子｜tē-tsú
","['Na', 'Na', 'PUNC', 'Na', 'Na']","(ROOT
  (PP
    (P 為｜Uî)
    (IP (NN 國-家｜kok-ka) (PU 、｜,) (VP (VV 為｜Uî) (NP (NN 弟-子｜tē-tsú))))))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#']"
"顧｜Kòo 家-伙｜ke-hué
","['Na', 'Na']",(ROOT (IP (VP (VV 顧｜Kòo) (NP (NN 家-伙｜ke-hué))))),"['規則變調', '規則變調', '本調#']"
"為｜Uì 三-頓｜sann-tǹg
","['Na', 'Na']",(ROOT (IP (VP (P 為｜Uì) (NP (NN 三-頓｜sann-tǹg))))),"['規則變調', '規則變調', '本調#']"
"為｜Uì 歡｜huānn 喜｜hî ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP (PP (P 為｜Uì) (IP (VP (VV 歡｜huānn) (NP (NN 喜｜hî))))) (PU ，｜,)))","['規則變調', '規則變調', '本調#', '毋是台語']"
"愛｜Ài 拚｜piànn 才-會｜tsiah-ē 贏｜iânn 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 愛｜Ài)
      (IP (VP (VV 拚｜piànn) (VP (VV 才-會｜tsiah-ē) (VP (VV 贏｜iânn))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"想｜Siūnn 予｜hōo 好｜hó ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP (IP (VP (VV 想｜Siūnn) (VP (VV 予｜hōo) (VP (VA 好｜hó))))) (PU ，｜,)))","['規則變調', '規則變調', '本調#', '毋是台語']"
"就｜Tio̍h 毋-通｜m̄-thang 認-輸｜jīn-su 啦｜lah ！｜!
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (VP
        (ADVP (AD 就｜Tio̍h))
        (VP (VV 毋-通｜m̄-thang) (VP (VV 認-輸｜jīn-su)))))
    (SP 啦｜lah)
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"蕹｜Ìng
",['Na'],(ROOT (NP (NN 蕹｜Ìng))),['本調#']
"第｜Tē 二-十｜jī-tsa̍p 一｜it 篇｜phinn ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (QP
    (QP
      (OD 第｜Tē)
      (QP (QP (CD 二-十｜jī-tsa̍p)) (QP (CD 一｜it) (CLP (M 篇｜phinn)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"蕹｜Īng 菜｜tshài ，｜,
","['Na', 'Na', 'PUNC']","(ROOT (IP (VP (ADVP (AD 蕹｜Īng)) (VP (NN 菜｜tshài))) (PU ，｜,)))","['規則變調', '本調#', '毋是台語']"
"作｜Tsok 者｜tsiá 王｜ông 秀-容｜siu-ióng
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 作｜Tsok)
      (NP (NP (NN 者｜tsiá)) (NP (NR 王｜ông) (NR 秀-容｜siu-ióng))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"經-過｜King-kuè 三｜sann 重｜tîng 埔｜poo 的｜ê 果｜kó 菜｜tshài 市-場｜tshī-tiûnn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (PP
      (P 經-過｜King-kuè)
      (NP
        (DNP
          (NP (QP (CD 三｜sann) (CLP (M 重｜tîng))) (NP (NN 埔｜poo)))
          (DEG 的｜ê))
        (NP (NN 果｜kó) (NN 菜｜tshài) (NN 市-場｜tshī-tiûnn))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"就｜Tī 會｜lê 想-起｜siūnn-khí 細-漢｜sè-hàn 一-个｜tsit-ê 佮｜kā 菜-蔬｜tshài-se 果-子｜kué-tsí 相｜siong 關｜kuan 的｜Ê 記-持｜kì-tî 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 就｜Tī))
      (VP
        (VV 會｜lê)
        (VP
          (VV 想-起｜siūnn-khí)
          (NP
            (CP
              (IP
                (NP
                  (NP (NR 細-漢｜sè-hàn))
                  (QP (CLP (M 一-个｜tsit-ê)))
                  (NP (NR 佮｜kā))
                  (NP (NN 菜-蔬｜tshài-se) (NN 果-子｜kué-tsí)))
                (VP (ADVP (AD 相｜siong)) (VP (VV 關｜kuan))))
              (DEC 的｜Ê))
            (NP (NN 記-持｜kì-tî))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"細-漢｜Sè-hàn 學-校｜ha̍k-hāu 規-定｜kui-tīng 講｜kóng 國｜kok 語｜gí
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NP (NR 細-漢｜Sè-hàn)) (NP (NN 學-校｜ha̍k-hāu)))
    (VP
      (VV 規-定｜kui-tīng)
      (IP (VP (VV 講｜kóng) (NP (NP (NN 國｜kok)) (NP (NN 語｜gí))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"佇｜Tsit 厝｜tshù 裡｜līn 攏｜tông 嘛｜mà 講｜kóng 臺-語｜tâi-gí ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 佇｜Tsit) (NN 厝｜tshù) (NN 裡｜līn))
      (VP
        (VP (VV 攏｜tông))
        (VP (SP 嘛｜mà) (VP (VV 講｜kóng) (NP (NN 臺-語｜tâi-gí))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有｜Ū 一｜tsi̍t 擺｜pái 佇｜tī 學-校｜ha̍k-hāu 食｜tsiā 中-晝｜tiong-tàu
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VE 有｜Ū)
      (IP
        (QP (CD 一｜tsi̍t))
        (VP
          (VP (VV 擺｜pái) (NP (NP (NR 佇｜tī)) (NP (NN 學-校｜ha̍k-hāu))))
          (VP (VV 食｜tsiā) (NP (NN 中-晝｜tiong-tàu))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"我｜Guá 看｜khuànn 便-當｜piān-tong 有｜ū 蕹｜ìng 菜｜tshài ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 看｜khuànn)
      (IP
        (NP (NN 便-當｜piān-tong))
        (VP (VE 有｜ū) (NP (NN 蕹｜ìng) (NN 菜｜tshài)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"想-講｜Siūnn-kóng ，｜,
","['Na', 'PUNC']","(ROOT (IP (VP (VV 想-講｜Siūnn-kóng)) (PU ，｜,)))","['規則變調', '本調#', '毋是台語']"
"欸｜Ē
",['Na'],(ROOT (NP (NN 欸｜Ē))),['本調#']
"國｜Kóo 語｜tsínn 欲｜beh 按｜àn 怎｜tsuánn 講｜kóng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 國｜Kóo) (NN 語｜tsínn))
    (VP
      (VV 欲｜beh)
      (PP (P 按｜àn) (IP (VP (ADVP (AD 怎｜tsuánn)) (VP (VV 講｜kóng))))))
    (PU ，｜,)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"因｜In 為｜uî 阿-母｜a-bú 定｜tiānn 交-代｜kau-tài ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (PP
      (P 因｜In)
      (IP
        (VP
          (PP (P 為｜uî) (NP (NN 阿-母｜a-bú)))
          (VP (VV 定｜tiānn) (NP (NN 交-代｜kau-tài))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"毋-通｜M̄-thang 了｜liáu 冊｜tsheh 錢｜tsînn
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 毋-通｜M̄-thang)
      (AS 了｜liáu)
      (NP (QP (CLP (M 冊｜tsheh))) (NP (NN 錢｜tsînn))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
